Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
134.00,139.00,262.00,95.00,56.00,30.00,608.00
151.00,158.00,285.00,109.00,56.00,34.00,585.00
159.00,165.00,296.00,113.00,58.00,36.00,803.00
164.00,261.00,521.00,260.00,97.00,72.00,1715.00
155.00,249.00,498.00,249.00,94.00,69.00,1775.00
156.00,251.00,501.00,250.00,95.00,70.00,1820.00
209.00,229.00,487.00,228.00,88.00,63.00,1436.00
232.00,251.00,534.00,250.00,95.00,70.00,1820.00
216.00,360.00,654.00,294.00,144.00,111.00,1838.00
273.00,301.00,611.00,245.00,132.00,93.00,1419.00
251.00,294.00,569.00,240.00,125.00,91.00,1391.00
331.00,370.00,716.00,302.00,147.00,114.00,1783.00
257.00,300.00,581.00,245.00,127.00,93.00,1784.00
357.00,534.00,890.00,356.00,177.00,124.00,2476.00
407.00,454.00,749.00,302.00,148.00,105.00,2250.00
105.00,145.00,245.00,100.00,40.00,28.00,598.00
84.00,118.00,199.00,81.00,34.00,22.00,588.00
123.00,117.00,211.00,81.00,34.00,22.00,441.00
-195.00,-52.00,69.00,121.00,143.00,109.00,1673.00
-269.00,-52.00,68.00,121.00,133.00,109.00,1673.00
229.00,369.00,653.00,284.00,140.00,107.00,1565.00
199.00,191.00,320.00,132.00,44.00,36.00,994.00
94.00,130.00,219.00,89.00,36.00,24.00,777.00
153.00,152.00,254.00,104.00,38.00,29.00,821.00
179.00,277.00,543.00,266.00,98.00,74.00,1319.00
381.00,464.00,675.00,211.00,83.00,59.00,933.00
-156.00,-45.00,95.00,141.00,63.00,45.00,1514.00
295.00,454.00,756.00,302.00,159.00,105.00,2250.00
368.00,546.00,910.00,364.00,178.00,127.00,2617.00
511.00,548.00,904.00,364.00,166.00,127.00,2654.00
-117.00,-26.00,118.00,144.00,91.00,47.00,862.00
-121.00,-27.00,127.00,154.00,94.00,50.00,1288.00
-174.00,-24.00,139.00,154.00,93.00,50.00,3654.00
59.00,114.00,189.00,75.00,55.00,24.00,659.00
84.00,108.00,201.00,72.00,57.00,23.00,558.00
41.00,79.00,130.00,52.00,46.00,17.00,662.00
50.00,201.00,342.00,144.00,153.00,131.00,874.00
259.00,387.00,678.00,291.00,128.00,96.00,1742.00
159.00,139.00,262.00,95.00,39.00,26.00,821.00
205.00,307.00,567.00,260.00,102.00,80.00,1319.00
104.00,107.00,213.00,83.00,42.00,27.00,623.00
54.00,80.00,134.00,54.00,26.00,15.00,456.00
47.00,73.00,123.00,50.00,26.00,14.00,589.00
125.00,118.00,212.00,81.00,34.00,22.00,588.00
228.00,261.00,516.00,260.00,89.00,72.00,1559.00
37.00,88.00,159.00,72.00,57.00,27.00,606.00
47.00,91.00,167.00,76.00,44.00,23.00,965.00
38.00,80.00,148.00,68.00,42.00,21.00,998.00
35.00,77.00,142.00,65.00,42.00,20.00,1053.00
52.00,80.00,147.00,68.00,39.00,21.00,998.00
48.00,77.00,141.00,65.00,39.00,20.00,1042.00
3.00,49.00,94.00,39.00,47.00,14.00,250.00
43.00,68.00,115.00,47.00,25.00,13.00,821.00
33.00,55.00,92.00,37.00,22.00,10.00,876.00
44.00,52.00,86.00,35.00,19.00,9.00,894.00
45.00,68.00,114.00,46.00,23.00,12.00,777.00
45.00,70.00,118.00,48.00,25.00,13.00,766.00
28.00,47.00,79.00,32.00,19.00,8.00,833.00
50.00,58.00,96.00,39.00,20.00,10.00,799.00
-4.00,73.00,125.00,52.00,77.00,47.00,313.00
-12.00,40.00,133.00,93.00,52.00,28.00,840.00
-15.00,38.00,136.00,98.00,53.00,30.00,973.00
-44.00,11.00,115.00,104.00,55.00,32.00,1574.00
-17.00,49.00,167.00,120.00,57.00,37.00,1334.00
-9.00,36.00,65.00,29.00,45.00,11.00,215.00
-14.00,36.00,73.00,29.00,47.00,11.00,169.00
-4.00,42.00,80.00,33.00,45.00,12.00,162.00
-4.00,43.00,77.00,35.00,43.00,13.00,204.00
-18.00,30.00,58.00,24.00,42.00,9.00,212.00
-190.00,-67.00,86.00,154.00,66.00,49.00,1832.00
331.00,362.00,628.00,272.00,113.00,89.00,1616.00
133.00,178.00,301.00,123.00,45.00,34.00,947.00
115.00,157.00,265.00,108.00,42.00,30.00,971.00
192.00,288.00,532.00,244.00,96.00,75.00,1213.00
279.00,284.00,559.00,241.00,96.00,74.00,1321.00
140.00,228.00,456.00,228.00,88.00,63.00,1459.00
248.00,245.00,506.00,207.00,90.00,64.00,965.00
39.00,68.00,120.00,52.00,29.00,17.00,554.00
30.00,56.00,99.00,43.00,26.00,14.00,531.00
133.00,178.00,301.00,123.00,45.00,34.00,941.00
40.00,72.00,133.00,53.00,45.00,17.00,410.00
41.00,79.00,130.00,52.00,46.00,17.00,-456.00
82.00,110.00,194.00,72.00,55.00,23.00,-868.00
-3.00,42.00,76.00,34.00,45.00,12.00,197.00
-4.00,42.00,75.00,33.00,46.00,12.00,190.00
-1.00,45.00,81.00,36.00,46.00,13.00,212.00
0.00,46.00,82.00,36.00,46.00,13.00,236.00
1.00,48.00,86.00,38.00,47.00,14.00,248.00
2.00,51.00,91.00,40.00,49.00,15.00,244.00
-7.00,41.00,79.00,33.00,46.00,12.00,193.00
-6.00,42.00,80.00,33.00,46.00,12.00,190.00
-3.00,44.00,84.00,35.00,46.00,13.00,197.00
-1.00,45.00,80.00,36.00,43.00,13.00,212.00
0.00,46.00,81.00,36.00,43.00,13.00,236.00
-3.00,43.00,82.00,34.00,45.00,12.00,240.00
1.00,49.00,94.00,39.00,48.00,14.00,250.00
6.00,35.00,63.00,28.00,29.00,8.00,961.00
6.00,35.00,63.00,28.00,29.00,8.00,958.00
16.00,49.00,90.00,41.00,33.00,12.00,1007.00
7.00,39.00,72.00,33.00,32.00,10.00,1003.00
8.00,38.00,69.00,31.00,30.00,9.00,1009.00
6.00,34.00,69.00,28.00,32.00,8.00,965.00
6.00,33.00,65.00,28.00,29.00,8.00,964.00
11.00,38.00,69.00,32.00,28.00,9.00,996.00
12.00,41.00,74.00,34.00,30.00,10.00,1010.00
22.00,49.00,89.00,41.00,31.00,12.00,1007.00
10.00,39.00,77.00,33.00,32.00,10.00,1003.00
7.00,35.00,68.00,29.00,30.00,8.00,1003.00
-354.00,-245.00,17.00,245.00,126.00,93.00,1419.00
-342.00,-240.00,23.00,240.00,125.00,91.00,1937.00
-365.00,-260.00,26.00,260.00,131.00,98.00,3049.00
-380.00,-265.00,18.00,265.00,133.00,100.00,3742.00
-369.00,-271.00,37.00,271.00,135.00,102.00,4507.00
-378.00,-270.00,27.00,270.00,135.00,102.00,5230.00
-363.00,-255.00,21.00,255.00,129.00,96.00,7058.00
-340.00,-245.00,32.00,245.00,127.00,93.00,7653.00
-542.00,-260.00,28.00,260.00,131.00,98.00,3049.00
-524.00,-265.00,18.00,265.00,124.00,100.00,3742.00
-539.00,-255.00,22.00,255.00,129.00,96.00,7058.00
10.00,27.00,45.00,18.00,17.00,5.00,821.00
11.00,28.00,47.00,19.00,17.00,5.00,820.00
14.00,31.00,52.00,21.00,17.00,5.00,846.00
15.00,27.00,48.00,18.00,17.00,5.00,816.00
16.00,28.00,50.00,19.00,17.00,5.00,820.00
25.00,35.00,57.00,23.00,16.00,6.00,843.00
23.00,36.00,60.00,25.00,18.00,7.00,854.00
26.00,38.00,62.00,25.00,18.00,7.00,851.00
18.00,29.00,51.00,19.00,17.00,5.00,848.00
15.00,32.00,53.00,21.00,17.00,5.00,798.00
12.00,29.00,49.00,20.00,17.00,5.00,808.00
17.00,35.00,58.00,23.00,18.00,6.00,806.00
17.00,35.00,58.00,23.00,18.00,6.00,803.00
17.00,35.00,58.00,23.00,18.00,6.00,800.00
17.00,35.00,58.00,23.00,18.00,6.00,807.00
17.00,26.00,48.00,17.00,16.00,4.00,777.00
16.00,28.00,50.00,19.00,17.00,5.00,774.00
18.00,29.00,49.00,20.00,15.00,5.00,784.00
16.00,145.00,250.00,105.00,129.00,95.00,725.00
26.00,169.00,290.00,121.00,143.00,110.00,910.00
32.00,187.00,322.00,135.00,155.00,122.00,940.00
39.00,169.00,309.00,121.00,143.00,110.00,712.00
62.00,225.00,384.00,162.00,167.00,147.00,943.00
68.00,239.00,408.00,173.00,177.00,156.00,927.00
39.00,169.00,309.00,121.00,143.00,110.00,910.00
39.00,173.00,318.00,125.00,147.00,113.00,898.00
39.00,168.00,308.00,121.00,142.00,109.00,912.00
47.00,187.00,343.00,135.00,155.00,122.00,940.00
119.00,213.00,367.00,154.00,94.00,50.00,829.00
166.00,278.00,478.00,200.00,112.00,66.00,1095.00
129.00,225.00,387.00,162.00,96.00,53.00,1148.00
120.00,213.00,367.00,154.00,93.00,50.00,1132.00
138.00,239.00,412.00,173.00,101.00,57.00,1150.00
177.00,213.00,391.00,154.00,94.00,50.00,829.00
232.00,265.00,486.00,191.00,109.00,63.00,865.00
221.00,270.00,461.00,195.00,102.00,64.00,956.00
229.00,278.00,474.00,200.00,104.00,66.00,1095.00
287.00,329.00,562.00,238.00,113.00,78.00,1190.00
191.00,225.00,412.00,162.00,96.00,53.00,1148.00
205.00,239.00,439.00,173.00,101.00,57.00,1150.00
288.00,310.00,569.00,224.00,116.00,73.00,1191.00
86.00,139.00,234.00,95.00,53.00,30.00,608.00
94.00,150.00,254.00,104.00,56.00,33.00,596.00
102.00,158.00,267.00,109.00,56.00,34.00,585.00
115.00,178.00,301.00,123.00,63.00,39.00,611.00
150.00,222.00,376.00,154.00,72.00,49.00,817.00
114.00,176.00,298.00,122.00,62.00,39.00,789.00
107.00,165.00,278.00,113.00,58.00,36.00,803.00
167.00,185.00,309.00,127.00,60.00,40.00,671.00
207.00,222.00,373.00,154.00,67.00,49.00,833.00
171.00,176.00,318.00,122.00,61.00,39.00,801.00
212.00,324.00,567.00,243.00,112.00,80.00,1260.00
219.00,335.00,587.00,252.00,116.00,83.00,1316.00
231.00,349.00,612.00,263.00,118.00,86.00,1433.00
258.00,387.00,678.00,291.00,129.00,96.00,1742.00
262.00,392.00,687.00,295.00,130.00,97.00,1714.00
221.00,336.00,589.00,253.00,115.00,83.00,1686.00
224.00,341.00,598.00,257.00,117.00,84.00,1662.00
196.00,304.00,532.00,228.00,108.00,75.00,1691.00
215.00,329.00,576.00,247.00,114.00,81.00,1744.00
316.00,312.00,611.00,234.00,114.00,77.00,1310.00
300.00,311.00,581.00,234.00,109.00,77.00,1282.00
315.00,324.00,604.00,243.00,112.00,80.00,1260.00
325.00,335.00,626.00,252.00,116.00,83.00,1316.00
333.00,362.00,628.00,272.00,113.00,89.00,1616.00
356.00,387.00,672.00,291.00,120.00,96.00,1742.00
362.00,392.00,681.00,295.00,121.00,97.00,1714.00
142.00,229.00,457.00,228.00,87.00,63.00,1436.00
148.00,239.00,478.00,239.00,91.00,66.00,1417.00
165.00,261.00,521.00,260.00,96.00,72.00,1715.00
156.00,249.00,498.00,249.00,93.00,69.00,1775.00
128.00,212.00,423.00,211.00,84.00,59.00,1778.00
157.00,251.00,501.00,250.00,94.00,70.00,1820.00
232.00,266.00,527.00,266.00,91.00,74.00,1819.00
230.00,266.00,527.00,266.00,92.00,74.00,1797.00
190.00,212.00,451.00,211.00,84.00,59.00,1778.00
31.00,43.00,43.00,0.00,12.00,0.00,774.00
32.00,43.00,43.00,0.00,11.00,0.00,559.00
32.00,43.00,43.00,0.00,11.00,0.00,516.00
32.00,43.00,43.00,0.00,11.00,0.00,473.00
32.00,43.00,43.00,0.00,11.00,0.00,430.00
31.00,43.00,43.00,0.00,12.00,0.00,344.00
17.00,26.00,48.00,17.00,16.00,4.00,777.00
47.00,43.00,46.00,0.00,11.00,0.00,430.00
-113.00,-45.00,96.00,141.00,68.00,45.00,1514.00
259.00,405.00,675.00,270.00,146.00,94.00,2041.00
370.00,548.00,912.00,364.00,178.00,127.00,2654.00
271.00,420.00,699.00,279.00,149.00,97.00,2642.00
407.00,454.00,749.00,302.00,148.00,105.00,2250.00
-157.00,-36.00,202.00,238.00,121.00,78.00,2797.00
35.00,168.00,286.00,121.00,133.00,109.00,788.00
262.00,392.00,687.00,295.00,130.00,97.00,1714.00
197.00,304.00,532.00,228.00,107.00,75.00,1691.00
300.00,311.00,581.00,234.00,109.00,77.00,1282.00
162.00,247.00,456.00,209.00,85.00,64.00,969.00
67.00,107.00,190.00,83.00,40.00,27.00,623.00
27.00,52.00,92.00,40.00,25.00,13.00,536.00
84.00,80.00,150.00,54.00,27.00,15.00,456.00
119.00,112.00,201.00,77.00,32.00,21.00,449.00
123.00,117.00,211.00,81.00,34.00,22.00,460.00
135.00,136.00,228.00,94.00,35.00,26.00,608.00
165.00,261.00,521.00,260.00,96.00,72.00,1715.00
115.00,176.00,298.00,122.00,61.00,39.00,801.00
201.00,311.00,545.00,234.00,110.00,77.00,1282.00
321.00,329.00,614.00,247.00,113.00,81.00,1744.00
133.00,179.00,302.00,123.00,46.00,34.00,928.00
133.00,179.00,302.00,123.00,46.00,34.00,915.00
153.00,152.00,254.00,104.00,38.00,29.00,952.00
197.00,179.00,322.00,123.00,46.00,34.00,915.00
188.00,172.00,309.00,118.00,45.00,33.00,930.00
92.00,100.00,190.00,78.00,38.00,25.00,593.00
125.00,117.00,211.00,81.00,33.00,22.00,984.00
117.00,112.00,201.00,77.00,33.00,21.00,449.00
125.00,117.00,211.00,81.00,33.00,22.00,441.00
71.00,73.00,131.00,50.00,25.00,14.00,589.00
54.00,108.00,180.00,72.00,54.00,23.00,558.00
88.00,114.00,201.00,75.00,55.00,24.00,549.00
70.00,101.00,179.00,67.00,54.00,22.00,677.00
10.00,27.00,45.00,18.00,17.00,5.00,818.00
10.00,27.00,45.00,18.00,17.00,5.00,816.00
12.00,29.00,49.00,20.00,17.00,5.00,829.00
15.00,27.00,48.00,18.00,17.00,5.00,816.00
23.00,36.00,60.00,25.00,18.00,7.00,854.00
12.00,24.00,42.00,15.00,16.00,4.00,848.00
9.00,41.00,75.00,34.00,32.00,10.00,1010.00
10.00,37.00,67.00,31.00,28.00,9.00,976.00
12.00,31.00,54.00,23.00,19.00,7.00,623.00
12.00,31.00,54.00,23.00,19.00,7.00,620.00
11.00,30.00,52.00,22.00,19.00,7.00,608.00
12.00,31.00,54.00,23.00,19.00,7.00,605.00
17.00,31.00,54.00,23.00,18.00,7.00,605.00
-1.00,14.00,26.00,10.00,15.00,3.00,594.00
9.00,25.00,41.00,16.00,16.00,4.00,772.00
18.00,35.00,58.00,23.00,17.00,6.00,806.00
16.00,28.00,50.00,19.00,17.00,5.00,774.00
18.00,29.00,49.00,20.00,15.00,5.00,808.00
32.00,43.00,43.00,0.00,11.00,0.00,774.00
32.00,43.00,43.00,0.00,11.00,0.00,688.00
31.00,43.00,43.00,0.00,12.00,0.00,430.00
31.00,43.00,43.00,0.00,12.00,0.00,387.00
47.00,43.00,46.00,0.00,11.00,0.00,731.00
47.00,43.00,46.00,0.00,11.00,0.00,688.00
47.00,43.00,46.00,0.00,11.00,0.00,473.00
262.00,392.00,687.00,295.00,130.00,97.00,1714.00
220.00,336.00,589.00,253.00,116.00,83.00,1686.00
224.00,341.00,598.00,257.00,117.00,84.00,1662.00
196.00,304.00,532.00,228.00,108.00,75.00,1691.00
151.00,222.00,376.00,154.00,71.00,49.00,817.00
107.00,165.00,278.00,113.00,58.00,36.00,803.00
141.00,150.00,271.00,104.00,55.00,33.00,596.00
188.00,204.00,342.00,141.00,63.00,45.00,764.00
141.00,228.00,456.00,228.00,87.00,63.00,1459.00
165.00,261.00,521.00,260.00,96.00,72.00,1559.00
129.00,212.00,423.00,211.00,83.00,59.00,1778.00
220.00,239.00,509.00,239.00,91.00,66.00,1417.00
220.00,239.00,509.00,239.00,91.00,66.00,1464.00
223.00,370.00,672.00,302.00,147.00,114.00,1783.00
134.00,179.00,302.00,123.00,45.00,34.00,928.00
199.00,179.00,322.00,123.00,45.00,34.00,928.00
26.00,71.00,123.00,52.00,45.00,17.00,405.00
32.00,79.00,138.00,59.00,47.00,19.00,411.00
-74.00,-13.00,109.00,122.00,61.00,39.00,2378.00
-110.00,-13.00,116.00,122.00,61.00,39.00,2378.00
-142.00,-32.00,163.00,195.00,110.00,64.00,1952.00
-149.00,-32.00,192.00,224.00,117.00,73.00,4216.00
43.00,96.00,160.00,64.00,53.00,21.00,593.00
32.00,81.00,135.00,54.00,49.00,17.00,641.00
36.00,201.00,345.00,144.00,165.00,131.00,874.00
225.00,341.00,598.00,257.00,116.00,84.00,1662.00
164.00,252.00,465.00,213.00,88.00,66.00,942.00
283.00,307.00,562.00,260.00,95.00,80.00,1319.00
84.00,118.00,199.00,81.00,34.00,22.00,588.00
221.00,239.00,509.00,239.00,90.00,66.00,1755.00
19.00,74.00,133.00,59.00,55.00,22.00,377.00
21.00,77.00,140.00,63.00,56.00,23.00,397.00
15.00,70.00,126.00,56.00,55.00,21.00,385.00
22.00,80.00,145.00,65.00,58.00,24.00,403.00
18.00,65.00,126.00,53.00,53.00,20.00,306.00
24.00,70.00,135.00,57.00,54.00,21.00,313.00
26.00,74.00,132.00,59.00,51.00,22.00,377.00
17.00,132.00,227.00,95.00,115.00,86.00,554.00
18.00,134.00,230.00,96.00,116.00,87.00,683.00
20.00,145.00,250.00,105.00,125.00,95.00,716.00
14.00,111.00,213.00,79.00,107.00,72.00,551.00
22.00,128.00,234.00,92.00,113.00,83.00,541.00
25.00,132.00,242.00,95.00,115.00,86.00,532.00
24.00,130.00,238.00,93.00,114.00,84.00,692.00
62.00,117.00,204.00,87.00,55.00,28.00,472.00
61.00,116.00,202.00,86.00,55.00,28.00,547.00
57.00,112.00,195.00,83.00,55.00,27.00,575.00
82.00,108.00,200.00,80.00,53.00,26.00,415.00
86.00,117.00,202.00,87.00,51.00,28.00,472.00
101.00,132.00,229.00,99.00,55.00,32.00,565.00
41.00,84.00,155.00,71.00,43.00,22.00,950.00
39.00,82.00,151.00,69.00,43.00,21.00,965.00
50.00,96.00,176.00,80.00,46.00,24.00,1079.00
69.00,96.00,175.00,81.00,43.00,25.00,1046.00
77.00,103.00,187.00,86.00,44.00,26.00,1081.00
97.00,123.00,224.00,103.00,49.00,31.00,1073.00
67.00,89.00,175.00,75.00,44.00,23.00,1063.00
35.00,62.00,110.00,48.00,27.00,15.00,617.00
34.00,63.00,112.00,49.00,29.00,16.00,611.00
32.00,58.00,103.00,45.00,26.00,14.00,605.00
10.00,29.00,51.00,22.00,19.00,7.00,573.00
11.00,30.00,52.00,22.00,19.00,7.00,570.00
53.00,62.00,123.00,48.00,29.00,15.00,623.00
52.00,62.00,117.00,48.00,27.00,15.00,617.00
48.00,62.00,109.00,48.00,25.00,15.00,599.00
50.00,65.00,114.00,50.00,27.00,16.00,587.00
31.00,43.00,81.00,33.00,22.00,10.00,577.00
70.00,113.00,180.00,67.00,43.00,20.00,400.00
66.00,109.00,174.00,65.00,43.00,20.00,372.00
45.00,82.00,130.00,48.00,37.00,14.00,351.00
40.00,78.00,125.00,47.00,38.00,14.00,371.00
41.00,79.00,126.00,47.00,38.00,14.00,366.00
109.00,113.00,201.00,67.00,45.00,20.00,400.00
98.00,109.00,185.00,65.00,43.00,20.00,372.00
85.00,99.00,169.00,60.00,42.00,18.00,329.00
28.00,48.00,81.00,33.00,20.00,9.00,777.00
47.00,72.00,121.00,49.00,25.00,13.00,767.00
30.00,51.00,85.00,34.00,21.00,9.00,863.00
70.00,72.00,129.00,49.00,25.00,13.00,767.00
80.00,85.00,143.00,59.00,25.00,16.00,842.00
40.00,47.00,83.00,31.00,20.00,8.00,856.00
45.00,51.00,91.00,34.00,21.00,9.00,863.00
61.00,81.00,146.00,56.00,40.00,17.00,382.00
37.00,65.00,109.00,45.00,35.00,14.00,410.00
28.00,54.00,89.00,36.00,32.00,11.00,458.00
49.00,71.00,128.00,49.00,38.00,15.00,454.00
-2.00,75.00,128.00,53.00,77.00,48.00,597.00
-7.00,61.00,105.00,44.00,68.00,39.00,617.00
2.00,87.00,149.00,62.00,85.00,56.00,612.00
0.00,84.00,144.00,60.00,84.00,54.00,606.00
2.00,86.00,147.00,61.00,84.00,55.00,613.00
-8.00,66.00,112.00,47.00,67.00,42.00,622.00
-10.00,61.00,104.00,44.00,63.00,39.00,617.00
3.00,87.00,159.00,62.00,85.00,56.00,612.00
3.00,86.00,157.00,61.00,84.00,55.00,613.00
262.00,407.00,678.00,271.00,145.00,94.00,2101.00
511.00,548.00,904.00,364.00,166.00,127.00,2654.00
367.00,390.00,693.00,260.00,143.00,91.00,2548.00
367.00,378.00,680.00,260.00,131.00,98.00,1558.00
-143.00,-46.00,198.00,244.00,97.00,75.00,2636.00
-164.00,-62.00,198.00,260.00,102.00,80.00,3076.00
-189.00,-93.00,148.00,241.00,96.00,74.00,5121.00
-280.00,-93.00,158.00,241.00,96.00,74.00,5121.00
102.00,139.00,234.00,95.00,37.00,26.00,799.00
89.00,124.00,210.00,86.00,35.00,24.00,1003.00
111.00,152.00,256.00,104.00,41.00,29.00,821.00
134.00,179.00,302.00,123.00,45.00,34.00,915.00
146.00,130.00,245.00,89.00,38.00,24.00,777.00
184.00,178.00,298.00,123.00,42.00,34.00,941.00
224.00,318.00,567.00,249.00,94.00,69.00,1286.00
259.00,405.00,675.00,270.00,146.00,94.00,2041.00
364.00,387.00,687.00,258.00,142.00,90.00,2067.00
384.00,405.00,719.00,270.00,146.00,94.00,2041.00
99.00,136.00,230.00,94.00,37.00,26.00,562.00
47.00,73.00,123.00,50.00,26.00,14.00,589.00
125.00,118.00,212.00,81.00,34.00,22.00,588.00
209.00,268.00,547.00,245.00,127.00,93.00,1471.00
-105.00,-20.00,189.00,209.00,85.00,64.00,1811.00
-304.00,-187.00,124.00,311.00,117.00,96.00,3422.00
-156.00,-20.00,201.00,209.00,85.00,64.00,1811.00
-420.00,-187.00,123.00,311.00,109.00,96.00,3422.00
132.00,124.00,224.00,86.00,35.00,24.00,1003.00
133.00,179.00,302.00,123.00,46.00,34.00,959.00
199.00,179.00,322.00,123.00,45.00,34.00,915.00
194.00,284.00,523.00,239.00,90.00,66.00,1260.00
435.00,526.00,765.00,239.00,91.00,66.00,1197.00
312.00,407.00,657.00,250.00,95.00,70.00,723.00
439.00,415.00,669.00,260.00,90.00,72.00,1405.00
94.00,130.00,219.00,89.00,36.00,24.00,777.00
121.00,163.00,276.00,113.00,42.00,31.00,897.00
134.00,179.00,302.00,123.00,45.00,34.00,959.00
146.00,130.00,245.00,89.00,38.00,24.00,777.00
167.00,163.00,274.00,113.00,39.00,31.00,897.00
197.00,179.00,322.00,123.00,46.00,34.00,915.00
190.00,172.00,309.00,118.00,44.00,33.00,930.00
39.00,68.00,120.00,52.00,29.00,17.00,554.00
27.00,51.00,90.00,39.00,24.00,12.00,541.00
40.00,52.00,98.00,40.00,25.00,13.00,536.00
99.00,137.00,232.00,95.00,38.00,26.00,809.00
132.00,178.00,301.00,123.00,46.00,34.00,947.00
144.00,191.00,323.00,132.00,47.00,36.00,994.00
116.00,157.00,265.00,108.00,41.00,30.00,971.00
157.00,139.00,262.00,95.00,40.00,26.00,821.00
172.00,157.00,282.00,108.00,41.00,30.00,971.00
30.00,56.00,99.00,43.00,26.00,14.00,602.00
53.00,87.00,155.00,68.00,34.00,22.00,587.00
70.00,112.00,200.00,88.00,42.00,29.00,561.00
66.00,104.00,185.00,81.00,38.00,26.00,551.00
43.00,55.00,104.00,43.00,26.00,14.00,613.00
70.00,79.00,149.00,61.00,32.00,20.00,579.00
98.00,104.00,197.00,81.00,38.00,26.00,551.00
84.00,117.00,198.00,81.00,33.00,22.00,441.00
99.00,136.00,230.00,94.00,37.00,26.00,562.00
125.00,117.00,211.00,81.00,33.00,22.00,460.00
145.00,145.00,243.00,100.00,37.00,28.00,598.00
125.00,118.00,212.00,81.00,34.00,22.00,588.00
48.00,102.00,170.00,68.00,54.00,22.00,559.00
30.00,79.00,131.00,52.00,49.00,17.00,662.00
83.00,108.00,201.00,72.00,58.00,23.00,558.00
61.00,96.00,159.00,64.00,48.00,21.00,593.00
94.00,163.00,325.00,162.00,69.00,45.00,1059.00
92.00,161.00,322.00,161.00,69.00,45.00,1267.00
115.00,149.00,295.00,149.00,61.00,41.00,1156.00
112.00,146.00,288.00,145.00,60.00,40.00,1304.00
113.00,146.00,288.00,145.00,60.00,40.00,1292.00
0.00,87.00,150.00,63.00,87.00,57.00,435.00
-4.00,73.00,125.00,52.00,77.00,47.00,433.00
-14.00,52.00,88.00,37.00,58.00,33.00,513.00
-9.00,65.00,119.00,47.00,71.00,42.00,521.00
29.00,74.00,129.00,55.00,45.00,18.00,336.00
26.00,71.00,123.00,52.00,45.00,17.00,361.00
24.00,68.00,118.00,50.00,44.00,16.00,397.00
49.00,80.00,149.00,60.00,47.00,19.00,329.00
36.00,71.00,122.00,52.00,42.00,17.00,361.00
17.00,72.00,130.00,58.00,55.00,22.00,338.00
18.00,73.00,132.00,59.00,55.00,22.00,331.00
11.00,64.00,115.00,51.00,53.00,19.00,396.00
15.00,69.00,124.00,55.00,54.00,20.00,410.00
26.00,72.00,145.00,58.00,58.00,22.00,338.00
17.00,64.00,114.00,51.00,48.00,19.00,419.00
10.00,57.00,109.00,45.00,50.00,17.00,409.00
22.00,69.00,132.00,55.00,54.00,20.00,410.00
34.00,75.00,138.00,63.00,41.00,19.00,965.00
29.00,68.00,125.00,57.00,39.00,17.00,1042.00
56.00,76.00,157.00,64.00,42.00,19.00,965.00
37.00,64.00,116.00,53.00,34.00,16.00,1028.00
37.00,62.00,120.00,51.00,37.00,15.00,1042.00
43.00,68.00,133.00,57.00,39.00,17.00,1042.00
90.00,126.00,213.00,87.00,36.00,24.00,756.00
96.00,132.00,223.00,91.00,36.00,25.00,777.00
111.00,152.00,256.00,104.00,41.00,29.00,821.00
111.00,152.00,256.00,104.00,41.00,29.00,952.00
133.00,178.00,301.00,123.00,45.00,34.00,941.00
156.00,144.00,259.00,99.00,39.00,27.00,766.00
153.00,152.00,254.00,104.00,38.00,29.00,821.00
153.00,152.00,254.00,104.00,38.00,29.00,952.00
184.00,178.00,298.00,123.00,42.00,34.00,941.00
68.00,107.00,190.00,83.00,39.00,27.00,613.00
106.00,107.00,213.00,83.00,41.00,27.00,623.00
94.00,107.00,188.00,83.00,36.00,27.00,584.00
101.00,139.00,234.00,95.00,38.00,26.00,799.00
112.00,152.00,256.00,104.00,40.00,29.00,871.00
88.00,124.00,210.00,86.00,36.00,24.00,1003.00
182.00,178.00,298.00,123.00,43.00,34.00,947.00
199.00,191.00,320.00,132.00,44.00,36.00,994.00
157.00,145.00,261.00,100.00,39.00,28.00,981.00
125.00,117.00,211.00,81.00,33.00,22.00,984.00
131.00,124.00,224.00,86.00,36.00,24.00,1003.00
29.00,55.00,98.00,43.00,26.00,14.00,613.00
29.00,56.00,99.00,43.00,27.00,14.00,597.00
74.00,115.00,205.00,90.00,41.00,29.00,572.00
73.00,87.00,154.00,68.00,32.00,22.00,587.00
84.00,117.00,198.00,81.00,33.00,22.00,460.00
105.00,145.00,245.00,100.00,40.00,28.00,598.00
84.00,80.00,150.00,54.00,27.00,15.00,456.00
125.00,117.00,211.00,81.00,33.00,22.00,441.00
135.00,136.00,228.00,94.00,35.00,26.00,608.00
53.00,108.00,180.00,72.00,55.00,23.00,558.00
41.00,79.00,130.00,52.00,46.00,17.00,662.00
70.00,101.00,179.00,67.00,54.00,22.00,677.00
83.00,149.00,298.00,149.00,66.00,41.00,1245.00
154.00,171.00,382.00,170.00,76.00,47.00,1091.00
140.00,163.00,346.00,162.00,69.00,45.00,1091.00
115.00,149.00,295.00,149.00,61.00,41.00,1245.00
137.00,161.00,343.00,161.00,69.00,45.00,1267.00
-3.00,75.00,128.00,53.00,78.00,48.00,458.00
-7.00,63.00,107.00,44.00,70.00,40.00,496.00
